ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
31074	"ENSG00000072571.19"	"HMMR"	chr5	+	163467703	163467748	163464722	163464802	163469640	163469829	31074	125,136,53	156,129,51	28,34,38	116,172,137	134	89	0.0	0.0	0.347,0.412,0.408	0.138,0.116,0.156	0.252
3143	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396150	60396427	60386027	60386086	60397942	60397986	3143	326,313,131	2104,2123,965	79,67,100	1732,1835,2422	366	89	0.0	0.0	0.036,0.035,0.032	0.011,0.009,0.01	0.024
3150	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396279	60396427	60386027	60386086	60397257	60397338	3150	272,295,128	1236,1417,498	40,53,60	543,710,840	237	89	0.0	0.0	0.076,0.073,0.088	0.027,0.027,0.026	0.052
3151	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396279	60396427	60386027	60386086	60397942	60397986	3151	165,153,64	2104,2123,965	26,29,37	1732,1835,2422	237	89	0.0	0.0	0.029,0.026,0.024	0.006,0.006,0.006	0.02
32020	"ENSG00000150779.11"	"TIMM8B"	chr11	-	112085977	112086310	112084799	112085462	112086639	112086798	32020	741,804,369	620,667,262	274,443,407	87,107,74	422	89	0.0	0.0	0.201,0.203,0.229	0.399,0.466,0.537	-0.256
32182	"ENSG00000167283.7"	"ATP5L"	chr11	+	118405656	118405709	118401609	118401717	118406936	118407097	32182	114,191,62	2380,2390,1067	13,15,18	1355,1508,1256	142	89	0.0	0.0	0.029,0.048,0.035	0.006,0.006,0.009	0.03
32618	"ENSG00000198363.16"	"ASPH"	chr8	-	61682438	61682483	61680967	61681036	61684038	61684188	32618	73,101,67	1781,1587,700	40,32,53	1991,2368,3061	134	89	0.0	0.0	0.027,0.041,0.06	0.013,0.009,0.011	0.032
32765	"ENSG00000123562.16"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678651	103685170	103685260	32765	258,333,163	272,295,95	77,117,135	276,437,438	138	89	0.0	0.0	0.38,0.421,0.525	0.152,0.147,0.166	0.287
33209	"ENSG00000124193.14"	"SRSF6"	chr20	+	43459152	43459420	43458360	43458509	43459770	43459895	33209	296,392,149	1103,1148,451	211,269,457	199,161,215	357	89	0.0	0.0	0.063,0.078,0.076	0.209,0.294,0.346	-0.211
33955	"ENSG00000132698.14"	"RAB25"	chr1	+	156065910	156066106	156061159	156061443	156068269	156068463	33955	494,482,222	130,156,67	519,625,858	41,34,39	285	89	0.0	0.0	0.543,0.491,0.509	0.798,0.852,0.873	-0.327
34316	"ENSG00000067369.13"	"TP53BP1"	chr15	-	43446765	43446914	43446386	43446590	43447365	43447485	34316	0,0,4	97,108,39	27,22,22	16,28,52	238	89	0.0	0.0	0.0,0.0,0.037	0.387,0.227,0.137	-0.238
34319	"ENSG00000067369.13"	"TP53BP1"	chr15	-	43446765	43446910	43446532	43446590	43447365	43447485	34319	0,0,0	97,108,39	16,15,18	16,28,52	234	89	0.0	0.0	0.0,0.0,0.0	0.276,0.169,0.116	-0.187
34616	"ENSG00000117525.13"	"F3"	chr1	-	94540571	94541066	94540256	94540368	94541536	94541759	34616	90,124,94	188,251,207	165,175,381	82,85,191	584	89	0.0	0.0	0.068,0.07,0.065	0.235,0.239,0.233	-0.168
34619	"ENSG00000143933.16"	"CALM2"	chr2	-	47172413	47172459	47170733	47170764	47176440	47176511	34619	204,190,128	3427,3259,1704	18,24,48	1680,2141,2138	135	89	0.0	0.0	0.038,0.037,0.047	0.007,0.007,0.015	0.031
34819	"ENSG00000055070.16"	"SZRD1"	chr1	+	16391374	16391424	16367087	16367308	16393230	16393482	34819	171,157,61	241,288,133	33,40,39	215,214,231	139	89	0.0	0.0	0.312,0.259,0.227	0.089,0.107,0.098	0.168
35134	"ENSG00000156976.15"	"EIF4A2"	chr3	+	186788309	186788416	186787802	186787882	186789124	186789881	35134	884,900,408	648,776,379	156,159,190	1328,2358,2695	196	89	0.0	0.0	0.383,0.345,0.328	0.051,0.03,0.031	0.315
35135	"ENSG00000156976.15"	"EIF4A2"	chr3	+	186784961	186785101	186784563	186784696	186785882	186786051	35135	2137,2253,988	299,346,130	3025,4947,5912	125,311,412	229	89	0.0	0.0	0.735,0.717,0.747	0.904,0.861,0.848	-0.138
35137	"ENSG00000156976.15"	"EIF4A2"	chr3	+	186788309	186788420	186787802	186787882	186789124	186789291	35137	1059,1081,514	648,776,379	229,227,254	1328,2358,2695	200	89	0.0	0.0	0.421,0.383,0.376	0.071,0.041,0.04	0.343
35331	"ENSG00000175063.16"	"UBE2C"	chr20	+	45815540	45815745	45814383	45814470	45815853	45815913	35331	5017,5102,2528	48,65,34	3800,4252,4788	4,6,3	294	89	0.0	0.0	0.969,0.96,0.957	0.997,0.995,0.998	-0.035
35333	"ENSG00000175063.16"	"UBE2C"	chr20	+	45815442	45815745	45814409	45814470	45815853	45815913	35333	3646,3717,1832	48,65,34	2718,3060,3467	4,6,3	392	89	0.0	0.0	0.945,0.928,0.924	0.994,0.991,0.996	-0.061
35631	"ENSG00000280987.3"	"MATR3"	chr5	+	139307238	139308327	139279050	139279129	139314674	139314736	35631	9035,8657,4272	0,4,0	2939,4612,5048	10,28,24	1178	89	0.0	0.0	1.0,0.994,1.0	0.957,0.926,0.941	0.057
35688	"ENSG00000138668.18"	"HNRNPD"	chr4	-	82371527	82371584	82359470	82359639	82373445	82373986	35688	3554,3658,1491	225,233,105	790,1046,1450	178,231,375	146	89	0.0	0.0	0.906,0.905,0.896	0.73,0.734,0.702	0.18
35695	"ENSG00000114023.15"	"FAM162A"	chr3	+	122401375	122401535	122384175	122384299	122402759	122402882	35695	64,45,18	471,381,154	50,75,79	1648,2122,2195	249	89	0.0	0.0	0.046,0.041,0.04	0.011,0.012,0.013	0.03
35724	"ENSG00000101224.17"	"CDC25B"	chr20	+	3800742	3800865	3800461	3800498	3800970	3801093	35724	794,671,204	125,105,39	654,858,1360	15,12,16	212	89	0.0	0.0	0.727,0.728,0.687	0.948,0.968,0.973	-0.249
35897	"ENSG00000111237.18"	"VPS29"	chr12	-	110499534	110499546	110496011	110496203	110502048	110502107	35897	348,278,180	115,99,38	109,89,118	134,163,187	101	89	0.0	0.0	0.727,0.712,0.807	0.418,0.325,0.357	0.382
3594	"ENSG00000148773.13"	"MKI67"	chr10	-	128114927	128116007	128113426	128113602	128116490	128116536	3594	1037,914,324	138,118,37	1342,1079,2700	39,23,62	1169	89	0.0	0.0	0.364,0.371,0.4	0.724,0.781,0.768	-0.379
36024	"ENSG00000137807.13"	"KIF23"	chr15	+	69440767	69441079	69440307	69440487	69444789	69445041	36024	453,375,207	269,229,134	370,443,530	46,47,43	401	89	0.0	0.0	0.272,0.267,0.255	0.641,0.677,0.732	-0.419
36144	"ENSG00000141524.15"	"TMC6"	chr17	-	78124888	78124985	78124523	78124781	78125157	78125263	36144	71,56,24	18,9,5	127,171,212	0,0,3	186	89	0.0	0.0	0.654,0.749,0.697	1.0,1.0,0.971	-0.29
3636	"ENSG00000119185.12"	"ITGB1BP1"	chr2	-	9407448	9407598	9406660	9406905	9408112	9408299	3636	916,1026,430	189,154,92	485,666,687	9,28,4	239	89	0.0	0.0	0.643,0.713,0.635	0.953,0.899,0.985	-0.282
36409	"ENSG00000144674.16"	"GOLGA4"	chr3	+	37361242	37361305	37355100	37355187	37366079	37366751	36409	236,269,133	50,36,33	95,65,152	110,103,176	152	89	0.0	0.0	0.734,0.814,0.702	0.336,0.27,0.336	0.436
37080	"ENSG00000196776.14"	"CD47"	chr3	-	108050577	108050602	108047078	108047292	108051938	108051970	37080	55,27,13	91,92,51	8,0,2	110,144,104	114	89	0.0	0.0	0.321,0.186,0.166	0.054,0.0,0.015	0.201
37310	"ENSG00000036054.12"	"TBC1D23"	chr3	+	100311832	100311877	100310402	100310542	100316098	100316187	37310	69,73,37	69,61,29	4,11,19	62,81,105	134	89	0.0	0.0	0.399,0.443,0.459	0.041,0.083,0.107	0.357
37764	"ENSG00000088448.14"	"ANKRD10"	chr13	-	110894108	110894202	110893027	110893263	110906032	110906124	37764	46,53,30	90,127,29	24,12,43	311,353,282	183	89	0.0	0.0	0.199,0.169,0.335	0.036,0.016,0.069	0.194
37765	"ENSG00000088448.14"	"ANKRD10"	chr13	-	110900529	110900694	110893196	110893263	110906032	110906124	37765	56,43,17	90,127,29	13,21,47	311,353,282	254	89	0.0	0.0	0.179,0.106,0.17	0.014,0.02,0.055	0.122
37920	"ENSG00000163875.15"	"MEAF6"	chr1	-	37496546	37496604	37495873	37495918	37501803	37501996	37920	20,29,23	230,188,76	0,1,1	103,211,236	147	89	0.0	0.0	0.05,0.085,0.155	0.0,0.003,0.003	0.095
37932	"ENSG00000214941.7"	"ZSWIM7"	chr17	-	15977578	15977913	15976568	15977092	15978043	15978163	37932	177,167,47	27,27,9	68,139,89	0,1,0	424	89	0.0	0.0	0.579,0.565,0.523	1.0,0.967,1.0	-0.433
3795	"ENSG00000004455.16"	"AK2"	chr1	-	33012073	33012122	33010754	33010833	33013206	33013287	3795	70,89,37	911,928,308	5,11,6	590,748,960	138	89	0.0	0.0	0.047,0.058,0.072	0.005,0.009,0.004	0.053
38127	"ENSG00000157954.14"	"WIPI2"	chr7	+	5193117	5193345	5190258	5190493	5199575	5199658	38127	48,46,19	117,99,30	5,7,11	134,149,135	317	89	0.0	0.0	0.103,0.115,0.151	0.01,0.013,0.022	0.108
38128	"ENSG00000157954.14"	"WIPI2"	chr7	+	5193117	5193171	5190245	5190493	5199575	5199658	38128	118,112,28	117,99,30	10,18,24	134,149,135	143	89	0.0	0.0	0.386,0.413,0.367	0.044,0.07,0.1	0.317
3847	"ENSG00000100266.18"	"PACSIN2"	chr22	-	42876887	42877010	42876136	42876333	42879047	42879169	3847	485,480,137	5,12,2	394,316,384	39,40,59	212	89	0.0	0.0	0.976,0.944,0.966	0.809,0.768,0.732	0.192
38616	"ENSG00000265681.7"	"RPL17"	chr18	-	49491735	49491833	49491531	49491584	49492457	49492508	38616	353,342,123	410,610,278	606,789,639	211,245,206	187	89	0.0	0.0	0.291,0.211,0.174	0.578,0.605,0.596	-0.368
38617	"ENSG00000265681.7"	"RPL17"	chr18	-	49491735	49491833	49491531	49491584	49492274	49492399	38617	272,249,111	509,512,235	441,573,493	120,114,121	187	89	0.0	0.0	0.203,0.188,0.184	0.636,0.705,0.66	-0.475
38618	"ENSG00000265681.7"	"RPL17"	chr18	-	49491735	49491833	49491531	49491584	49492257	49492409	38618	268,247,103	246,230,107	434,566,486	43,48,35	187	89	0.0	0.0	0.341,0.338,0.314	0.828,0.849,0.869	-0.518
38620	"ENSG00000265681.7"	"RPL17"	chr18	-	49491745	49491833	49491531	49491584	49492274	49492428	38620	55,54,24	509,512,235	94,113,122	120,114,121	177	89	0.0	0.0	0.052,0.05,0.049	0.283,0.333,0.336	-0.267
38621	"ENSG00000265681.7"	"RPL17"	chr18	-	49491745	49491833	49491531	49491584	49492457	49492482	38621	131,143,35	410,610,278	249,312,265	211,245,206	177	89	0.0	0.0	0.138,0.105,0.06	0.372,0.39,0.393	-0.284
38760	"ENSG00000116791.13"	"CRYZ"	chr1	-	74730381	74730420	74724710	74724834	74732955	74733061	38760	84,99,47	222,231,87	13,18,13	142,191,161	128	89	0.0	0.0	0.208,0.23,0.273	0.06,0.061,0.053	0.179
39016	"ENSG00000173915.13"	"USMG5"	chr10	-	103395745	103396032	103392370	103392466	103396408	103396441	39016	945,1184,587	1913,1861,843	262,302,285	945,1178,1214	376	89	0.0	0.0	0.105,0.131,0.141	0.062,0.057,0.053	0.068
404	"ENSG00000147649.9"	"MTDH"	chr8	+	97689037	97689103	97687428	97687605	97690951	97691188	404	1472,1654,653	56,53,31	482,565,838	75,79,102	155	89	0.0	0.0	0.938,0.947,0.924	0.787,0.804,0.825	0.131
4054	"ENSG00000063046.17"	"EIF4B"	chr12	+	53027781	53027919	53022492	53022627	53028014	53028188	4054	4175,3830,1612	45,89,75	4971,6187,8269	21,26,28	227	89	0.0	0.0	0.973,0.944,0.894	0.989,0.989,0.991	-0.053
4704	"ENSG00000101266.17"	"CSNK2A1"	chr20	-	527932	528049	508450	508660	543671	543821	4704	301,307,144	393,379,150	55,43,76	303,328,478	206	89	0.0	0.0	0.249,0.259,0.293	0.073,0.054,0.064	0.203
4751	"ENSG00000275052.4"	"PPP4R3B"	chr2	-	55578246	55578342	55577314	55577356	55579678	55579781	4751	176,125,67	53,40,18	34,35,44	55,97,116	185	89	0.0	0.0	0.615,0.601,0.642	0.229,0.148,0.154	0.442
4778	"ENSG00000160439.15"	"RDH13"	chr19	-	55048045	55048257	55047386	55047488	55048328	55048541	4778	10,21,3	126,94,44	21,22,40	25,19,39	301	89	0.0	0.0	0.023,0.062,0.02	0.199,0.255,0.233	-0.194
4864	"ENSG00000270136.5"	"MINOS1-NBL1"	chr1	+	19617257	19617336	19597066	19597109	19622099	19622147	4864	63,82,57	1220,1148,463	1,1,8	512,523,592	168	89	0.0	0.0	0.027,0.036,0.061	0.001,0.001,0.007	0.038
5206	"ENSG00000130066.16"	"SAT1"	chrX	+	23784293	23784403	23783799	23783883	23785327	23785429	5206	127,79,38	543,287,137	125,167,210	3431,3408,3085	199	89	0.0	0.0	0.095,0.11,0.11	0.016,0.021,0.03	0.083
5856	"ENSG00000133318.13"	"RTN3"	chr11	+	63718980	63721032	63681495	63681778	63749990	63750198	5856	446,369,195	426,387,195	31,43,66	435,338,449	2141	89	0.0	0.0	0.042,0.038,0.04	0.003,0.005,0.006	0.035
5858	"ENSG00000133318.13"	"RTN3"	chr11	+	63718701	63721032	63681482	63681778	63749990	63750198	5858	480,405,207	426,387,195	34,49,71	435,338,449	2420	89	0.0	0.0	0.04,0.037,0.038	0.003,0.005,0.006	0.034
6231	"ENSG00000123130.16"	"ACOT9"	chrX	-	23734340	23734367	23733171	23733217	23735918	23736016	6231	217,260,81	197,190,91	34,51,83	191,211,234	116	89	0.0	0.0	0.458,0.512,0.406	0.12,0.156,0.214	0.295
6466	"ENSG00000116750.13"	"UCHL5"	chr1	-	193020306	193020381	193015758	193016395	193021096	193021195	6466	161,144,106	402,344,226	6,11,15	92,136,173	164	89	0.0	0.0	0.179,0.185,0.203	0.034,0.042,0.045	0.149
6661	"ENSG00000101928.12"	"MOSPD1"	chrX	-	134899089	134899165	134896816	134897034	134899279	134899534	6661	654,656,289	55,57,19	301,434,524	1,1,3	165	89	0.0	0.0	0.865,0.861,0.891	0.994,0.996,0.989	-0.121
7526	"ENSG00000112739.16"	"PRPF4B"	chr6	+	4056526	4056688	4056320	4056435	4057035	4057187	7526	6,14,3	301,303,102	35,25,41	61,102,133	251	89	0.0	0.0	0.007,0.016,0.01	0.169,0.08,0.099	-0.105
7643	"ENSG00000143398.19"	"PIP5K1A"	chr1	+	151242122	151242269	151239954	151240039	151242437	151242567	7643	619,537,185	60,50,30	386,425,510	1,4,8	236	89	0.0	0.0	0.796,0.802,0.699	0.993,0.976,0.96	-0.211
8915	"ENSG00000119640.8"	"ACYP1"	chr14	-	75061683	75061762	75053242	75053659	75063469	75063561	8915	69,89,53	196,179,90	3,2,5	218,210,206	168	89	0.0	0.0	0.157,0.208,0.238	0.007,0.005,0.013	0.193
8945	"ENSG00000151287.16"	"TEX30"	chr13	-	102770011	102770086	102769310	102769541	102773681	102773811	8945	238,234,111	15,22,10	12,21,29	25,41,21	164	89	0.0	0.0	0.896,0.852,0.858	0.207,0.218,0.428	0.584
9099	"ENSG00000180900.17"	"SCRIB"	chr8	-	143807551	143807614	143806923	143807013	143808608	143809025	9099	265,276,83	410,428,201	37,35,70	225,225,313	152	89	0.0	0.0	0.275,0.274,0.195	0.088,0.083,0.116	0.152
9349	"ENSG00000175866.15"	"BAIAP2"	chr17	+	81036862	81036961	81035157	81035308	81053667	81053743	9349	122,155,64	283,251,152	7,1,23	174,200,268	188	89	0.0	0.0	0.169,0.226,0.166	0.019,0.002,0.039	0.167
9385	"ENSG00000070669.16"	"ASNS"	chr7	-	97871718	97871996	97869777	97869813	97872350	97872408	9385	94,73,12	405,287,82	73,106,129	55,95,129	367	89	0.0	0.0	0.053,0.058,0.034	0.243,0.213,0.195	-0.169
9720	"ENSG00000204954.9"	"C12orf73"	chr12	-	103953413	103953534	103951583	103951630	103956630	103957147	9720	79,110,55	106,108,49	7,3,17	53,93,105	210	89	0.0	0.0	0.24,0.302,0.322	0.053,0.013,0.064	0.245
10021	"ENSG00000072682.18"	"P4HA2"	chr5	-	132227085	132227258	132218544	132218644	132227789	132227819	10021	137,152,39	42,45,16	307,404,508	11,17,48	262	89	1.11022302463e-16	1.25914403977e-14	0.526,0.534,0.453	0.905,0.89,0.782	-0.355
11603	"ENSG00000196154.11"	"S100A4"	chr1	-	153545469	153545518	153544653	153544809	153545752	153545802	11603	73,63,21	1024,1235,506	20,20,11	1290,1482,1078	138	89	1.11022302463e-16	1.25914403977e-14	0.044,0.032,0.026	0.01,0.009,0.007	0.025
17993	"ENSG00000102081.13"	"FMR1"	chrX	+	147938098	147938161	147937465	147937600	147940575	147940662	17993	69,54,30	122,84,37	12,5,10	69,80,103	152	89	1.11022302463e-16	1.25914403977e-14	0.249,0.273,0.322	0.092,0.035,0.054	0.221
22603	"ENSG00000140750.16"	"ARHGAP17"	chr16	-	24939363	24939597	24935469	24935639	24941986	24942143	22603	113,98,51	56,64,19	17,12,18	33,48,65	323	89	1.11022302463e-16	1.25914403977e-14	0.357,0.297,0.425	0.124,0.064,0.071	0.273
245	"ENSG00000011426.10"	"ANLN"	chr7	+	36428306	36428360	36426915	36427028	36439203	36439290	245	80,61,36	454,349,175	10,18,42	312,451,706	143	89	1.11022302463e-16	1.25914403977e-14	0.099,0.098,0.114	0.02,0.024,0.036	0.077
28197	"ENSG00000170142.11"	"UBE2E1"	chr3	+	23811459	23811510	23807236	23807421	23887566	23887699	28197	757,822,345	1,1,2	455,597,605	22,26,24	140	89	1.11022302463e-16	1.25914403977e-14	0.998,0.998,0.991	0.929,0.936,0.941	0.06
30489	"ENSG00000198218.10"	"QRICH1"	chr3	-	49092396	49092456	49076708	49077038	49093911	49094062	30489	47,75,17	85,84,17	4,4,10	63,57,81	149	89	1.11022302463e-16	1.25914403977e-14	0.248,0.348,0.374	0.037,0.04,0.069	0.275
31955	"ENSG00000169045.17"	"HNRNPH1"	chr5	-	179615545	179615595	179614180	179614959	179616125	179616218	31955	2795,2368,803	194,212,96	1529,1572,2085	54,63,49	139	89	1.11022302463e-16	1.25914403977e-14	0.902,0.877,0.843	0.948,0.941,0.965	-0.077
35610	"ENSG00000126432.13"	"PRDX5"	chr11	+	64320660	64320792	64319733	64319868	64320864	64320903	35610	3077,2683,1075	108,81,39	2554,2859,2846	34,17,29	221	89	1.11022302463e-16	1.25914403977e-14	0.92,0.93,0.917	0.968,0.985,0.975	-0.054
36780	"ENSG00000133030.19"	"MPRIP"	chr17	+	17180606	17180669	17180002	17180088	17184822	17185560	36780	75,100,17	339,315,128	18,6,23	209,235,432	152	89	1.11022302463e-16	1.25914403977e-14	0.115,0.157,0.072	0.048,0.015,0.03	0.084
37904	"ENSG00000148737.16"	"TCF7L2"	chr10	+	113159919	113159992	113158020	113158069	113165554	113167678	37904	17,32,8	37,42,17	2,1,10	76,79,108	162	89	1.11022302463e-16	1.25914403977e-14	0.202,0.295,0.205	0.014,0.007,0.048	0.211
6007	"ENSG00000110315.6"	"RNF141"	chr11	-	10531826	10532015	10530642	10530751	10534015	10534205	6007	20,7,5	669,534,204	11,51,76	223,365,476	278	89	1.11022302463e-16	1.25914403977e-14	0.009,0.004,0.008	0.016,0.043,0.049	-0.029
12421	"ENSG00000253729.7"	"PRKDC"	chr8	-	47782161	47782254	47779003	47779093	47782377	47783007	12421	639,707,366	9,5,3	213,370,700	15,23,52	182	89	2.22044604925e-16	2.45404603668e-14	0.972,0.986,0.984	0.874,0.887,0.868	0.104
237	"ENSG00000113712.16"	"CSNK1A1"	chr5	-	149517793	149517877	149513069	149513209	149520289	149520388	237	241,256,82	785,728,340	45,63,75	367,548,718	173	89	2.22044604925e-16	2.45404603668e-14	0.136,0.153,0.11	0.059,0.056,0.051	0.078
25248	"ENSG00000170312.15"	"CDK1"	chr10	+	60788059	60788230	60785663	60785787	60791889	60792053	25248	2477,2292,1294	46,48,25	1180,1633,1608	1,0,9	260	89	2.22044604925e-16	2.45404603668e-14	0.949,0.942,0.947	0.998,1.0,0.984	-0.048
30101	"ENSG00000161800.12"	"RACGAP1"	chr12	-	50006433	50006636	50005255	50005392	50016630	50016719	30101	2106,2012,901	48,44,15	1371,1323,1509	3,2,6	292	89	2.22044604925e-16	2.45404603668e-14	0.93,0.933,0.948	0.993,0.995,0.987	-0.055
4587	"ENSG00000148335.14"	"NTMT1"	chr9	+	129632649	129632865	129626172	129626295	129634053	129634306	4587	1137,1346,585	50,60,23	510,424,519	1,3,2	305	89	2.22044604925e-16	2.45404603668e-14	0.869,0.867,0.881	0.993,0.976,0.987	-0.113
26429	"ENSG00000005483.20"	"KMT2E"	chr7	+	105038125	105038199	105014178	105014535	105040838	105041023	26429	33,35,13	27,35,13	5,5,13	46,51,81	163	89	3.33066907388e-16	3.6623834253e-14	0.4,0.353,0.353	0.056,0.051,0.081	0.306
15851	"ENSG00000099917.17"	"MED15"	chr22	+	20518877	20518995	20507593	20507746	20537116	20537204	15851	24,22,10	73,102,38	3,1,5	122,122,170	207	89	4.4408920985e-16	4.80993023189e-14	0.124,0.085,0.102	0.01,0.004,0.012	0.095
16848	"ENSG00000136536.14"	"MARCH7"	chr2	+	159764625	159764674	159762879	159762993	159767283	159767850	16848	376,300,133	19,30,29	75,114,145	66,108,68	138	89	4.4408920985e-16	4.80993023189e-14	0.927,0.866,0.747	0.423,0.405,0.579	0.378
35903	"ENSG00000111237.18"	"VPS29"	chr12	-	110499456	110499546	110496011	110496203	110502048	110502111	35903	29,26,16	115,99,38	11,3,3	134,163,187	179	89	4.4408920985e-16	4.80993023189e-14	0.111,0.115,0.173	0.039,0.009,0.008	0.114
1272	"ENSG00000092199.17"	"HNRNPC"	chr14	-	21263310	21263582	21234030	21234229	21269297	21269425	1272	650,624,255	955,853,314	250,302,320	605,972,1080	361	89	6.66133814775e-16	7.10827127865e-14	0.144,0.153,0.167	0.092,0.071,0.068	0.078
24955	"ENSG00000153560.11"	"UBP1"	chr3	-	33396744	33396878	33396242	33396280	33397044	33397135	24955	31,29,12	346,335,165	43,42,36	79,116,138	223	89	6.66133814775e-16	7.10827127865e-14	0.035,0.033,0.028	0.178,0.126,0.094	-0.101
3037	"ENSG00000151500.14"	"THYN1"	chr11	-	134248808	134248959	134248278	134248484	134249166	134249262	3037	526,510,179	40,39,21	256,281,251	1,1,4	240	89	6.66133814775e-16	7.10827127865e-14	0.83,0.829,0.76	0.99,0.99,0.959	-0.173
1060	"ENSG00000159445.12"	"THEM4"	chr1	-	151889982	151890214	151889213	151889373	151895007	151895194	1060	67,49,25	125,103,44	23,46,58	4,15,15	321	89	7.77156117238e-16	8.13273227614e-14	0.129,0.117,0.136	0.615,0.46,0.517	-0.403
16556	"ENSG00000076984.17"	"MAP2K7"	chr19	+	7905807	7905855	7903884	7904068	7909754	7909896	16556	90,78,29	64,60,20	30,26,55	90,98,136	137	89	7.77156117238e-16	8.13273227614e-14	0.477,0.458,0.485	0.178,0.147,0.208	0.296
19788	"ENSG00000138303.17"	"ASCC1"	chr10	-	72102849	72102967	72096521	72097450	72128081	72128167	19788	52,34,15	109,66,42	3,7,6	61,76,124	207	89	7.77156117238e-16	8.13273227614e-14	0.17,0.181,0.133	0.021,0.038,0.02	0.135
3142	"ENSG00000182718.16"	"ANXA2"	chr15	-	60396150	60396427	60386027	60386086	60397257	60397338	3142	433,455,195	1236,1417,498	93,91,123	543,710,840	366	89	7.77156117238e-16	8.13273227614e-14	0.079,0.072,0.087	0.04,0.03,0.034	0.045
19930	"ENSG00000145730.20"	"PAM"	chr5	+	103025130	103025334	103019789	103019843	103028181	103028238	19930	923,832,356	191,204,69	1377,1828,2373	150,149,123	293	89	8.881784197e-16	9.24986583055e-14	0.595,0.553,0.61	0.736,0.788,0.854	-0.207
26364	"ENSG00000129351.17"	"ILF3"	chr19	+	10684415	10684476	10683916	10683970	10687345	10687708	26364	285,329,107	381,395,146	57,93,145	249,293,413	150	89	9.99200722163e-16	1.01618244336e-13	0.307,0.331,0.303	0.12,0.158,0.172	0.164
26385	"ENSG00000106080.10"	"FKBP14"	chr7	-	30020212	30020304	30018995	30019123	30022664	30022816	26385	24,19,5	35,42,20	1,1,3	45,78,83	181	89	9.99200722163e-16	1.01618244336e-13	0.252,0.182,0.109	0.011,0.006,0.017	0.17
31367	"ENSG00000162910.18"	"MRPL55"	chr1	-	228108436	228108508	228108234	228108318	228108954	228109016	31367	13,19,5	66,77,67	16,23,30	14,13,16	161	89	9.99200722163e-16	1.01618244336e-13	0.098,0.12,0.04	0.387,0.494,0.509	-0.377
4113	"ENSG00000183010.16"	"PYCR1"	chr17	-	81934652	81934745	81934325	81934489	81934925	81935147	4113	1735,1407,575	92,84,31	866,891,1147	8,16,16	182	89	9.99200722163e-16	1.01618244336e-13	0.902,0.891,0.901	0.981,0.965,0.972	-0.075
4812	"ENSG00000124596.16"	"OARD1"	chr6	-	41068840	41068953	41067196	41067437	41070075	41070134	4812	223,268,121	28,30,15	139,194,309	0,5,2	202	89	9.99200722163e-16	1.01618244336e-13	0.778,0.797,0.78	1.0,0.945,0.986	-0.192
3638	"ENSG00000119185.12"	"ITGB1BP1"	chr2	-	9414177	9414256	9412296	9412405	9423372	9423522	3638	455,411,205	53,19,14	143,126,173	57,44,45	168	89	1.22124532709e-15	1.23044726862e-13	0.82,0.92,0.886	0.571,0.603,0.671	0.26
36723	"ENSG00000164062.12"	"APEH"	chr3	+	49676377	49676515	49676055	49676219	49676608	49676700	36723	1496,1303,545	42,46,25	638,610,827	3,0,5	227	89	1.22124532709e-15	1.23044726862e-13	0.933,0.917,0.895	0.988,1.0,0.985	-0.076
24078	"ENSG00000031003.10"	"FAM13B"	chr5	-	137956476	137956542	137954165	137954376	137959615	137959763	24078	28,24,15	16,8,6	0,0,3	18,6,18	155	89	1.33226762955e-15	1.32993462633e-13	0.501,0.633,0.589	0.0,0.0,0.087	0.545
