ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
846	"ENSG00000165671.18"	"NSD1"	chr5	+	177135086	177136030	177135086	177135200	177135940	177136030	846	294,268,107	65,66,22	63,89,199	33,50,79	829	89	3.0391023268e-06	2.79104194595e-05	0.327,0.304,0.343	0.17,0.16,0.213	0.144
2111	"ENSG00000185101.12"	"ANO9"	chr11	-	419581	420615	419581	419729	420462	420615	2111	289,315,116	9,4,5	534,569,676	4,0,2	822	89	3.28371176694e-06	3.00167742639e-05	0.777,0.895,0.715	0.935,1.0,0.973	-0.174
252	"ENSG00000105677.11"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35546944	35547029	252	52,63,26	745,606,308	6,7,16	299,266,293	225	89	3.28405976224e-06	3.00167742639e-05	0.027,0.039,0.032	0.008,0.01,0.021	0.02
4986	"ENSG00000106263.17"	"EIF3B"	chr7	+	2366316	2366591	2366316	2366448	2366524	2366591	4986	4,23,8	1441,1494,659	11,27,37	516,571,741	165	89	3.30256714465e-06	3.01144037266e-05	0.001,0.008,0.007	0.011,0.025,0.026	-0.015
4612	"ENSG00000223501.8"	"VPS52"	chr6	-	33264373	33264900	33264373	33264497	33264781	33264900	4612	68,85,26	161,168,60	46,46,87	49,62,69	373	89	3.33837365041e-06	3.03689404416e-05	0.092,0.108,0.094	0.183,0.15,0.231	-0.09
4274	"ENSG00000137207.11"	"YIPF3"	chr6	-	43513068	43513451	43513068	43513098	43513358	43513451	4274	188,161,36	12,14,6	114,139,206	3,2,2	349	89	3.43318252549e-06	3.11577508445e-05	0.8,0.746,0.605	0.906,0.947,0.963	-0.222
2211	"ENSG00000164877.18"	"MICALL2"	chr7	-	1440590	1442484	1440590	1440684	1442191	1442484	2211	72,65,35	49,46,25	149,228,258	64,82,53	1596	89	3.44365738636e-06	3.11792791123e-05	0.076,0.073,0.072	0.115,0.134,0.214	-0.081
4601	"ENSG00000160948.13"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208	4601	59,56,29	308,312,111	85,73,152	239,261,305	342	89	3.4667076847e-06	3.13142985228e-05	0.047,0.045,0.064	0.085,0.068,0.115	-0.037
2603	"ENSG00000116691.10"	"MIIP"	chr1	+	12029222	12030124	12029222	12029894	12030027	12030124	2603	21,30,9	108,80,51	30,47,45	71,58,59	222	89	3.49574860103e-06	3.15026712336e-05	0.072,0.131,0.066	0.145,0.245,0.234	-0.118
3486	"ENSG00000177685.16"	"CRACR2B"	chr11	+	830865	831295	830865	831032	831223	831295	3486	8,8,5	7,5,4	18,16,21	1,0,3	280	89	3.53104480155e-06	3.17464027952e-05	0.266,0.337,0.284	0.851,1.0,0.69	-0.551
1224	"ENSG00000144559.10"	"TAMM41"	chr3	-	11807832	11809682	11807832	11807895	11809516	11809682	1224	25,53,21	55,53,24	11,37,59	12,4,10	1710	89	3.58719500659e-06	3.21760521803e-05	0.023,0.049,0.044	0.046,0.325,0.235	-0.163
869	"ENSG00000111012.9"	"CYP27B1"	chr12	-	57765010	57765499	57765010	57765211	57765296	57765499	869	9,25,7	9,7,3	3,4,2	11,10,16	174	89	3.75216972359e-06	3.35775560381e-05	0.338,0.646,0.544	0.122,0.17,0.06	0.392
3189	"ENSG00000095906.16"	"NUBP2"	chr16	+	1786536	1787831	1786536	1786955	1787676	1787831	3189	82,94,62	192,178,95	61,83,147	113,74,77	810	89	3.77746110947e-06	3.37254532465e-05	0.045,0.055,0.067	0.056,0.11,0.173	-0.057
1037	"ENSG00000234741.7"	"GAS5"	chr1	-	173864256	173865282	173864256	173864704	173865228	173865282	1037	1474,1578,696	1055,906,431	758,1296,1456	848,1475,1024	613	89	3.80024321744e-06	3.3850314585e-05	0.169,0.202,0.19	0.115,0.113,0.171	0.054
3157	"ENSG00000103653.16"	"CSK"	chr15	+	74800411	74800746	74800411	74800505	74800680	74800746	3157	13,12,4	331,257,129	12,17,39	208,144,226	264	89	3.83844597895e-06	3.41116400162e-05	0.013,0.015,0.01	0.019,0.038,0.055	-0.025
3164	"ENSG00000147894.14"	"C9orf72"	chr9	-	27558490	27560299	27558490	27558607	27560226	27560299	3164	25,26,2	23,19,12	5,38,123	5,5,18	1708	89	3.91346325967e-06	3.46981719429e-05	0.054,0.067,0.009	0.05,0.284,0.263	-0.156
2176	"ENSG00000140983.13"	"RHOT2"	chr16	+	668352	668699	668352	668411	668655	668699	2176	43,27,9	3,4,1	16,15,35	0,0,0	333	89	4.27476114351e-06	3.78144388051e-05	0.793,0.643,0.706	1.0,1.0,1.0	-0.286
511	"ENSG00000213918.10"	"DNASE1"	chr16	+	3656998	3657341	3656998	3657111	3657186	3657341	511	19,12,10	1,0,0	16,17,20	13,2,3	164	89	4.28777171146e-06	3.78425356553e-05	0.912,1.0,1.0	0.4,0.822,0.783	0.302
5293	"ENSG00000141524.15"	"TMC6"	chr17	-	78120176	78121164	78120176	78120832	78121012	78121164	5293	26,18,6	44,46,16	9,7,17	66,71,99	269	89	4.41253035199e-06	3.88545006738e-05	0.164,0.115,0.11	0.043,0.032,0.054	0.087
665	"ENSG00000167792.11"	"NDUFV1"	chr11	+	67610380	67611207	67610380	67610570	67610994	67611207	665	114,137,66	435,506,181	32,54,65	288,313,365	513	89	4.43931051597e-06	3.90010659029e-05	0.043,0.045,0.059	0.019,0.029,0.03	0.023
4594	"ENSG00000204427.11"	"ABHD16A"	chr6	-	31688722	31689119	31688722	31688786	31689014	31689119	4594	15,17,5	81,113,32	18,28,24	42,29,67	317	89	4.55208915273e-06	3.99007723456e-05	0.049,0.041,0.042	0.107,0.213,0.091	-0.093
1398	"ENSG00000130713.15"	"EXOSC2"	chr9	+	130697581	130698251	130697581	130697627	130698161	130698251	1398	67,61,31	514,526,263	19,38,41	94,132,137	623	89	4.60418253767e-06	4.02361410494e-05	0.018,0.016,0.017	0.028,0.04,0.041	-0.019
724	"ENSG00000143258.15"	"USP21"	chr1	+	161164533	161164942	161164533	161164612	161164834	161164942	724	61,66,28	13,1,1	76,99,80	1,0,0	311	89	4.61126252671e-06	4.02361410494e-05	0.573,0.95,0.889	0.956,1.0,1.0	-0.181
3324	"ENSG00000138002.14"	"IFT172"	chr2	-	27476640	27477320	27476640	27476726	27477216	27477320	3324	2,0,0	15,12,7	2,5,16	5,11,18	579	89	4.67540852089e-06	4.07035565348e-05	0.02,0.0,0.0	0.058,0.065,0.12	-0.074
5406	"ENSG00000015475.18"	"BID"	chr22	-	17739348	17740176	17739348	17739488	17740081	17740176	5406	3,1,0	0,2,1	7,2,4	0,0,0	682	89	4.89728515762e-06	4.25389464707e-05	1.0,0.061,0.0	1.0,1.0,1.0	-0.646
1895	"ENSG00000171720.9"	"HDAC3"	chr5	-	141629859	141630125	141629859	141629916	141630043	141630125	1895	28,10,13	259,238,104	56,42,42	217,228,277	216	89	4.97558696588e-06	4.31217537043e-05	0.043,0.017,0.049	0.096,0.071,0.059	-0.039
3961	"ENSG00000162836.11"	"ACP6"	chr1	-	147647367	147648411	147647367	147647566	147648245	147648411	3961	9,6,14	38,30,9	30,31,25	7,17,26	768	89	5.08442330927e-06	4.39659795372e-05	0.027,0.023,0.153	0.332,0.174,0.1	-0.134
4655	"ENSG00000204394.12"	"VARS"	chr6	-	31782529	31782845	31782529	31782633	31782720	31782845	4655	50,71,19	440,434,158	13,8,21	202,217,308	176	89	5.11444048401e-06	4.41263833688e-05	0.054,0.076,0.057	0.032,0.018,0.033	0.035
1651	"ENSG00000068308.13"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934695	48934867	1651	5,13,2	6,8,3	40,31,36	3,1,7	172	89	5.36355632175e-06	4.61721805953e-05	0.301,0.457,0.256	0.873,0.941,0.727	-0.509
4854	"ENSG00000178904.18"	"DPY19L3"	chr19	+	32467473	32468813	32467473	32467626	32468730	32468813	4854	34,22,18	0,3,3	4,13,26	0,0,0	1193	89	5.78007183794e-06	4.96466884652e-05	1.0,0.354,0.309	1.0,1.0,1.0	-0.446
5534	"ENSG00000177463.15"	"NR2C2"	chr3	+	15037999	15039227	15037999	15038137	15039121	15039227	5534	21,17,3	29,34,19	23,45,87	22,33,55	1073	89	5.92588309956e-06	5.07857420203e-05	0.057,0.04,0.013	0.08,0.102,0.116	-0.063
1516	"ENSG00000172269.17"	"DPAGT1"	chr11	-	119101017	119101860	119101017	119101138	119101494	119101860	1516	61,40,23	92,37,19	51,67,92	27,21,13	445	89	5.94604435133e-06	5.08452859198e-05	0.117,0.178,0.195	0.274,0.39,0.586	-0.253
4331	"ENSG00000101158.13"	"NELFCD"	chr20	+	58994641	58995133	58994641	58994824	58994925	58995133	4331	621,592,278	21,16,2	268,318,445	14,27,29	190	89	6.27218403704e-06	5.35152198992e-05	0.933,0.945,0.985	0.9,0.847,0.878	0.079
5047	"ENSG00000115183.13"	"TANC1"	chr2	+	159219237	159219867	159219237	159219361	159219691	159219867	5047	6,8,7	53,29,14	8,28,33	22,12,31	419	89	6.72048174277e-06	5.72133047482e-05	0.023,0.055,0.096	0.072,0.331,0.184	-0.138
3128	"ENSG00000112659.13"	"CUL9"	chr6	+	43196068	43196862	43196068	43196265	43196644	43196862	3128	19,7,6	9,9,12	35,27,58	8,2,9	468	89	6.73623871383e-06	5.72208533572e-05	0.286,0.129,0.087	0.454,0.72,0.551	-0.408
4248	"ENSG00000003509.15"	"NDUFAF7"	chr2	+	37241577	37242693	37241577	37241791	37242634	37242693	4248	174,152,69	16,25,9	12,56,106	14,37,22	932	89	6.78803889353e-06	5.75338626923e-05	0.509,0.367,0.423	0.076,0.126,0.315	0.261
5089	"ENSG00000172771.11"	"EFCAB12"	chr3	-	129411157	129415401	129411157	129411354	129415244	129415401	5089	10,8,2	0,2,1	22,18,10	0,0,0	3979	89	6.80370458972e-06	5.75399016731e-05	1.0,0.082,0.043	1.0,1.0,1.0	-0.625
4006	"ENSG00000242612.6"	"DECR2"	chr16	+	406345	406833	406345	406397	406684	406833	4006	12,13,8	2,1,4	11,10,14	1,0,0	376	89	6.92030139993e-06	5.83976311117e-05	0.587,0.755,0.321	0.723,1.0,1.0	-0.353
144	"ENSG00000161265.14"	"U2AF1L4"	chr19	-	35744322	35744738	35744322	35744421	35744625	35744738	144	36,41,6	26,19,15	37,59,68	6,12,12	293	89	7.36549397251e-06	6.20184262718e-05	0.296,0.396,0.108	0.652,0.599,0.633	-0.361
491	"ENSG00000065357.19"	"DGKA"	chr12	+	55940081	55940722	55940081	55940433	55940623	55940722	491	6,3,6	39,37,26	21,28,22	41,41,57	279	89	7.41739437582e-06	6.23190689043e-05	0.047,0.025,0.069	0.14,0.179,0.11	-0.096
1862	"ENSG00000182196.13"	"ARL6IP4"	chr12	+	122981128	122981879	122981128	122981266	122981594	122981879	1862	303,292,130	227,241,79	175,212,229	82,96,83	417	89	7.65606392206e-06	6.41841698738e-05	0.222,0.205,0.26	0.313,0.32,0.371	-0.106
1859	"ENSG00000101276.14"	"SLC52A3"	chr20	-	760079	761824	760079	761238	761700	761824	1859	69,54,32	3,1,0	21,10,38	9,2,5	551	89	7.69688466495e-06	6.43861134581e-05	0.788,0.897,1.0	0.274,0.447,0.551	0.471
2859	"ENSG00000184470.20"	"TXNRD2"	chr22	-	19875521	19877234	19875521	19875807	19877108	19877234	2859	87,59,31	3,4,0	26,27,61	0,0,0	1390	89	8.11325269479e-06	6.77219010186e-05	0.65,0.486,1.0	1.0,1.0,1.0	-0.288
4580	"ENSG00000105401.7"	"CDC37"	chr19	-	10395227	10395696	10395227	10395343	10395434	10395696	4580	321,284,143	1923,1949,1076	182,145,209	710,750,790	180	89	8.17129006436e-06	6.80587103196e-05	0.076,0.067,0.062	0.112,0.087,0.116	-0.037
417	"ENSG00000143033.17"	"MTF2"	chr1	+	93110229	93110428	93110229	93110246	93110326	93110428	417	180,227,61	7,12,9	104,84,116	16,17,29	169	89	8.7774422225e-06	7.29494550155e-05	0.931,0.909,0.781	0.774,0.722,0.678	0.149
4755	"ENSG00000196498.13"	"NCOR2"	chr12	-	124334423	124335280	124334423	124334617	124335134	124335280	4755	4,3,1	46,49,23	18,35,26	102,77,123	606	89	9.13370234523e-06	7.57467384148e-05	0.013,0.009,0.006	0.025,0.063,0.03	-0.03
701	"ENSG00000127054.19"	"CPSF3L"	chr1	-	1312225	1312700	1312225	1312501	1312592	1312700	701	45,57,18	190,203,84	5,13,15	115,86,128	180	89	9.17948662083e-06	7.59627193913e-05	0.105,0.122,0.096	0.021,0.07,0.055	0.059
3024	"ENSG00000103145.10"	"HCFC1R1"	chr16	-	3023232	3023968	3023232	3023530	3023846	3023968	3024	52,74,13	231,160,34	94,141,128	175,200,206	405	89	9.56170281385e-06	7.89558635787e-05	0.047,0.092,0.078	0.106,0.134,0.12	-0.048
4432	"ENSG00000149823.7"	"VPS51"	chr11	+	65107580	65108022	65107580	65107727	65107802	65108022	4432	40,34,14	143,135,82	20,10,13	142,133,168	164	89	9.64304514883e-06	7.94570401128e-05	0.132,0.12,0.085	0.071,0.039,0.04	0.062
676	"ENSG00000185686.17"	"PRAME"	chr22	-	22556811	22557580	22556811	22556930	22557544	22557580	676	92,103,51	116,97,28	110,131,155	76,36,45	703	89	9.84625620049e-06	8.09581065374e-05	0.091,0.119,0.187	0.155,0.315,0.304	-0.126
351	"ENSG00000144224.16"	"UBXN4"	chr2	+	135753538	135754277	135753538	135753567	135754158	135754277	351	79,53,35	272,262,108	44,78,122	90,179,221	680	89	9.88139561264e-06	8.1073795986e-05	0.037,0.026,0.041	0.06,0.054,0.067	-0.026
2077	"ENSG00000136247.14"	"ZDHHC4"	chr7	+	6577433	6577720	6577433	6577498	6577589	6577720	2077	43,44,20	8,13,5	22,15,20	14,14,26	180	89	1.01226542686e-05	8.28765396289e-05	0.727,0.626,0.664	0.437,0.346,0.276	0.319
3241	"ENSG00000178038.16"	"ALS2CL"	chr3	-	46674565	46675976	46674565	46674739	46675617	46675976	3241	46,68,29	13,6,5	145,198,332	7,6,9	967	89	1.04690599761e-05	8.55306640935e-05	0.246,0.511,0.348	0.656,0.752,0.772	-0.358
1017	"ENSG00000124782.19"	"RREB1"	chr6	+	7181123	7182082	7181123	7181246	7181869	7182082	1017	6,13,6	29,26,7	56,52,101	33,57,92	712	89	1.05299738133e-05	8.58460576983e-05	0.025,0.059,0.097	0.175,0.102,0.121	-0.072
2877	"ENSG00000124067.16"	"SLC12A4"	chr16	-	67950961	67951304	67950961	67951060	67951139	67951304	2877	1,4,0	53,38,15	9,10,18	54,34,73	168	89	1.07438104835e-05	8.74041918404e-05	0.01,0.053,0.0	0.081,0.135,0.116	-0.09
2132	"ENSG00000182325.10"	"FBXL6"	chr8	-	144356989	144357502	144356989	144357121	144357438	144357502	2132	620,631,265	79,72,30	210,219,316	5,16,14	406	89	1.0900592358e-05	8.84925725603e-05	0.632,0.658,0.659	0.902,0.75,0.832	-0.178
3884	"ENSG00000167967.15"	"E4F1"	chr16	+	2229569	2232364	2229569	2229675	2232170	2232364	3884	187,155,79	114,113,48	103,94,200	35,29,68	2584	89	1.10868153091e-05	8.98148743356e-05	0.053,0.045,0.054	0.092,0.1,0.092	-0.044
1197	"ENSG00000166140.17"	"ZFYVE19"	chr15	+	40813337	40813811	40813337	40813417	40813712	40813811	1197	14,7,12	62,61,11	38,64,57	57,63,76	384	89	1.19804440466e-05	9.68503123767e-05	0.05,0.026,0.202	0.134,0.191,0.148	-0.065
1370	"ENSG00000196843.15"	"ARID5A"	chr2	+	96549752	96550285	96549752	96549805	96550187	96550285	1370	18,24,3	10,5,2	7,8,17	29,17,32	471	89	1.22652160913e-05	9.89445524514e-05	0.254,0.476,0.221	0.044,0.082,0.091	0.245
4040	"ENSG00000112514.15"	"CUTA"	chr6	-	33417096	33417310	33417096	33417142	33417246	33417310	4040	15,9,3	1,12,2	10,6,6	1,0,0	193	89	1.25978772164e-05	0.000101415547131	0.874,0.257,0.409	0.822,1.0,1.0	-0.427
121	"ENSG00000164896.19"	"FASTK"	chr7	-	151077309	151077780	151077309	151077401	151077620	151077780	121	126,145,29	133,149,56	102,125,162	74,78,77	308	89	1.27532926583e-05	0.000102452338516	0.215,0.219,0.13	0.285,0.317,0.378	-0.139
1010	"ENSG00000158856.17"	"DMTN"	chr8	+	22069015	22069518	22069015	22069060	22069418	22069518	1010	6,4,2	82,41,22	29,14,26	64,74,108	447	89	1.28562816943e-05	0.000103064524916	0.014,0.019,0.018	0.083,0.036,0.046	-0.038
3188	"ENSG00000095906.16"	"NUBP2"	chr16	+	1787940	1788207	1787940	1788051	1788137	1788207	3188	19,19,5	358,339,157	19,20,22	167,153,142	175	89	1.29654330433e-05	0.000103723464346	0.026,0.028,0.016	0.055,0.062,0.073	-0.04
4901	"ENSG00000079134.11"	"THOC1"	chr18	-	225088	225403	225088	225139	225336	225403	4901	16,13,3	84,76,37	6,20,23	21,15,40	286	89	1.34024061722e-05	0.000106996802802	0.056,0.051,0.025	0.082,0.293,0.152	-0.132
4981	"ENSG00000182979.17"	"MTA1"	chr14	+	105450057	105450324	105450057	105450184	105450260	105450324	4981	104,68,48	297,274,105	59,52,58	280,325,344	165	89	1.39194687807e-05	0.000110894649831	0.159,0.118,0.198	0.102,0.079,0.083	0.07
3935	"ENSG00000099622.13"	"CIRBP"	chr19	+	1271139	1271632	1271139	1271467	1271550	1271632	3935	30,27,9	234,255,98	2,4,6	83,95,171	172	89	1.4268112085e-05	0.000113223320315	0.062,0.052,0.045	0.012,0.021,0.018	0.036
4064	"ENSG00000240303.7"	"ACAD11"	chr3	-	132578795	132579558	132578795	132578881	132579491	132579558	4064	21,11,12	30,15,10	39,52,123	7,29,41	699	89	1.42706107985e-05	0.000113223320315	0.082,0.085,0.133	0.415,0.186,0.276	-0.192
5543	"ENSG00000111364.15"	"DDX55"	chr12	+	123607431	123607662	123607431	123607523	123607599	123607662	5543	47,66,25	136,186,67	33,47,52	42,58,75	165	89	1.47192550737e-05	0.000116542579267	0.157,0.161,0.168	0.298,0.304,0.272	-0.129
2384	"ENSG00000204536.13"	"CCHCR1"	chr6	-	31156730	31157089	31156730	31156836	31157022	31157089	2384	124,127,47	5,6,4	109,97,108	2,0,0	275	89	1.52224054625e-05	0.000120278883408	0.889,0.873,0.792	0.946,1.0,1.0	-0.131
2734	"ENSG00000076382.16"	"SPAG5"	chr17	-	28579750	28580120	28579750	28579837	28580008	28580120	2734	30,50,21	264,252,110	27,57,63	135,142,165	260	89	1.55813494306e-05	0.00012286277174	0.037,0.064,0.061	0.064,0.121,0.116	-0.046
3649	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715144	30716507	30716676	3649	108,105,79	8,7,6	239,398,804	6,4,14	1452	89	1.58757129218e-05	0.000124927900456	0.453,0.479,0.447	0.709,0.859,0.779	-0.323
454	"ENSG00000156876.9"	"SASS6"	chr1	-	100107627	100108004	100107627	100107717	100107809	100108004	454	4,3,3	107,92,51	1,9,10	11,22,51	181	89	1.59316433817e-05	0.000125112170883	0.018,0.016,0.028	0.043,0.167,0.088	-0.079
3077	"ENSG00000204351.11"	"SKIV2L"	chr6	+	31961040	31961675	31961040	31961094	31961546	31961675	3077	95,91,56	3,12,1	51,37,67	0,1,0	541	89	1.60954053076e-05	0.000126140773164	0.839,0.555,0.902	1.0,0.859,1.0	-0.188
1057	"ENSG00000129968.15"	"ABHD17A"	chr19	-	1877507	1880115	1877507	1877687	1879920	1880115	1057	718,818,322	129,125,67	329,455,555	115,108,166	2322	89	1.61605436229e-05	0.000126393845246	0.176,0.201,0.156	0.099,0.139,0.114	0.06
371	"ENSG00000185917.13"	"SETD4"	chr21	-	36034540	36036251	36034540	36035960	36036084	36036251	371	11,9,10	17,12,3	0,0,3	11,2,10	213	89	1.69477623067e-05	0.000132281925672	0.213,0.239,0.582	0.0,0.0,0.111	0.308
1508	"ENSG00000139190.16"	"VAMP1"	chr12	-	6462236	6464941	6462236	6462842	6464889	6464941	1508	192,192,53	1,4,4	107,148,236	0,1,0	2136	89	1.69914331676e-05	0.000132354321516	0.889,0.667,0.356	1.0,0.86,1.0	-0.316
1627	"ENSG00000148218.15"	"ALAD"	chr9	-	113390592	113390933	113390592	113390676	113390797	113390933	1627	3,10,1	25,25,11	18,9,20	17,13,18	210	89	1.73286330061e-05	0.000134436652838	0.048,0.145,0.037	0.31,0.227,0.32	-0.209
2744	"ENSG00000167778.8"	"SPRYD3"	chr12	-	53074648	53075219	53074648	53074784	53075094	53075219	2744	25,1,2	146,138,70	10,17,22	38,51,119	399	89	1.72940877148e-05	0.000134436652838	0.037,0.002,0.006	0.055,0.069,0.04	-0.04
1558	"ENSG00000140939.14"	"NOL3"	chr16	+	67174161	67174944	67174161	67174454	67174620	67174944	1558	34,20,15	4,2,2	8,18,40	0,0,0	255	89	1.74694361833e-05	0.000135256318779	0.748,0.777,0.724	1.0,1.0,1.0	-0.25
1092	"ENSG00000141994.15"	"DUS3L"	chr19	-	5786748	5787171	5786748	5786845	5787060	5787171	1092	41,28,11	96,91,48	21,27,35	33,26,38	304	89	1.76493612261e-05	0.000136374983932	0.111,0.083,0.063	0.157,0.233,0.212	-0.115
897	"ENSG00000132323.8"	"ILKAP"	chr2	-	238194274	238194870	238194274	238194331	238194804	238194870	897	14,22,21	214,219,103	10,17,27	56,70,57	562	89	1.79119863055e-05	0.000138126900408	0.01,0.016,0.031	0.028,0.037,0.07	-0.026
3319	"ENSG00000153292.15"	"ADGRF1"	chr6	-	47012006	47014844	47012006	47012195	47014680	47014844	3319	68,72,41	67,57,33	92,126,269	57,67,83	2574	89	1.84143189574e-05	0.000141716598696	0.034,0.042,0.041	0.053,0.061,0.101	-0.033
1783	"ENSG00000187147.17"	"RNF220"	chr1	+	44649882	44651723	44649882	44649957	44650703	44651723	1783	26,45,22	147,189,88	64,65,47	107,145,146	835	89	1.84713648416e-05	0.000141871880061	0.019,0.025,0.026	0.06,0.046,0.033	-0.023
1913	"ENSG00000175832.12"	"ETV4"	chr17	-	43545273	43545668	43545273	43545367	43545557	43545668	1913	73,73,11	70,46,13	47,37,38	74,59,109	279	89	1.85795370125e-05	0.000142418443076	0.25,0.336,0.213	0.168,0.167,0.1	0.121
2773	"ENSG00000214087.8"	"ARL16"	chr17	-	81682033	81683126	81682033	81682149	81683012	81683126	2773	250,273,95	109,116,45	80,62,99	61,59,76	952	89	1.86475063344e-05	0.000142655277087	0.177,0.18,0.165	0.109,0.089,0.109	0.072
4323	"ENSG00000149428.18"	"HYOU1"	chr11	-	119055492	119055843	119055492	119055571	119055749	119055843	4323	27,20,15	570,617,235	9,37,31	214,257,272	267	89	1.87637529169e-05	0.000143259764334	0.016,0.011,0.021	0.014,0.046,0.037	-0.016
2348	"ENSG00000099624.7"	"ATP5D"	chr19	+	1244314	1244825	1244314	1244440	1244736	1244825	2348	995,1020,372	246,325,109	339,369,473	187,159,184	385	89	1.93802942094e-05	0.000147674004194	0.483,0.42,0.441	0.295,0.349,0.373	0.109
5117	"ENSG00000103126.14"	"AXIN1"	chr16	-	289439	293718	289439	289607	293487	293718	5117	36,30,10	74,93,30	28,73,82	52,86,63	3969	89	2.00009487359e-05	0.000152102076553	0.011,0.007,0.007	0.012,0.019,0.028	-0.011
3749	"ENSG00000073350.13"	"LLGL2"	chr17	+	75574212	75574668	75574212	75574260	75574452	75574668	3749	1,7,6	96,86,49	23,16,13	91,70,96	281	89	2.00565363547e-05	0.000152223968231	0.003,0.025,0.037	0.074,0.068,0.041	-0.039
1237	"ENSG00000125450.10"	"NUP85"	chr17	+	75234636	75235201	75234636	75234788	75235099	75235201	1237	153,122,56	531,563,264	66,99,104	243,183,221	400	89	2.01937360143e-05	0.000152963575163	0.06,0.046,0.045	0.057,0.107,0.095	-0.036
2873	"ENSG00000175826.11"	"CTDNEP1"	chr17	-	7243590	7244245	7243590	7243951	7244188	7244245	2873	2199,2260,996	29,29,12	1301,1393,1738	6,3,12	326	89	2.09666890864e-05	0.000158506521816	0.954,0.955,0.958	0.983,0.992,0.975	-0.028
253	"ENSG00000141522.11"	"ARHGDIA"	chr17	-	81869329	81869625	81869329	81869406	81869541	81869625	253	77,50,35	1879,2092,891	36,56,58	767,660,985	224	89	2.19588339248e-05	0.000165681554789	0.016,0.009,0.015	0.018,0.033,0.023	-0.011
5281	"ENSG00000123191.14"	"ATP7B"	chr13	-	51957515	51960322	51957515	51957607	51960147	51960322	5281	1,3,8	5,3,0	10,10,17	0,0,1	2629	89	2.21717883987e-05	0.000166960942775	0.007,0.033,1.0	1.0,1.0,0.365	-0.442
3326	"ENSG00000165792.17"	"METTL17"	chr14	+	20994793	20995233	20994793	20994901	20995164	20995233	3326	174,124,43	314,318,177	73,128,147	153,179,143	352	89	2.26291985408e-05	0.000170072570283	0.123,0.09,0.058	0.108,0.153,0.206	-0.065
5261	"ENSG00000071894.15"	"CPSF1"	chr8	-	144394233	144394555	144394233	144394300	144394378	144394555	5261	53,29,14	246,237,75	51,53,60	147,163,170	167	89	2.28011892671e-05	0.000171031142885	0.103,0.061,0.09	0.156,0.148,0.158	-0.069
4134	"ENSG00000162298.17"	"SYVN1"	chr11	-	65132247	65132780	65132247	65132351	65132731	65132780	4134	42,46,19	113,98,68	83,80,101	99,93,168	469	89	2.32073048541e-05	0.000173738733616	0.066,0.082,0.05	0.137,0.14,0.102	-0.06
5145	"ENSG00000100911.14"	"PSME2"	chr14	-	24145709	24146240	24145709	24145772	24146207	24146240	5145	159,99,68	633,515,228	88,131,141	251,318,327	524	89	2.37951700568e-05	0.000177793814327	0.041,0.032,0.048	0.056,0.065,0.068	-0.023
1095	"ENSG00000185963.13"	"BICD2"	chr9	-	92711362	92715463	92711362	92713461	92715252	92715463	1095	901,923,367	42,54,19	366,413,622	50,47,49	1880	89	2.3936897944e-05	0.000178506169164	0.504,0.447,0.478	0.257,0.294,0.375	0.168
1426	"ENSG00000108654.12"	"DDX5"	chr17	-	64500548	64502069	64500548	64500773	64502009	64502069	1426	5164,5113,2621	2367,2247,1062	1911,2490,3619	706,760,884	1325	89	2.45198751959e-05	0.000182499960839	0.128,0.133,0.142	0.154,0.18,0.216	-0.049
4626	"ENSG00000177595.17"	"PIDD1"	chr11	-	800761	801120	800761	800912	800984	801120	4626	54,44,14	18,17,17	74,58,55	5,6,9	161	89	2.47076373355e-05	0.000183542448778	0.624,0.589,0.313	0.891,0.842,0.772	-0.326
5668	"ENSG00000166986.13"	"MARS"	chr12	+	57512007	57512353	57512007	57512103	57512235	57512353	5668	62,34,23	698,501,242	14,29,32	134,114,163	221	89	2.68364672251e-05	0.000198972496883	0.035,0.027,0.037	0.04,0.093,0.073	-0.036
3575	"ENSG00000171793.13"	"CTPS1"	chr1	+	41008658	41008890	41008658	41008714	41008793	41008890	3575	80,99,31	471,529,225	24,54,27	59,62,120	168	89	2.69014985144e-05	0.000199071089007	0.083,0.09,0.068	0.177,0.316,0.107	-0.12
379	"ENSG00000117308.14"	"GALE"	chr1	-	23798116	23798730	23798116	23798225	23798614	23798730	379	87,85,25	5,3,3	103,165,204	0,0,3	478	89	2.77444925447e-05	0.000204915177182	0.764,0.841,0.608	1.0,1.0,0.927	-0.238
3284	"ENSG00000265241.6"	"RBM8A"	chr1	-	145926808	145927077	145926808	145926883	145927017	145927077	3284	52,54,44	188,171,85	53,54,51	73,97,64	223	89	2.78804497438e-05	0.00020552484792	0.099,0.112,0.171	0.225,0.182,0.241	-0.089
